Customer Name,Part Description,Work Order #,Order Quantity,Pieces Scrapped,Total Scrap Weight (lbs),Scrap%,Sellable,Heats,Week Ending,Piece Weight (lbs),Dross Rate,Bent Rate,Outside Process Scrap Rate,Failed Zyglo Rate,Gouged Rate,Shift Rate,Missrun Rate,Core Rate,Cut Into Rate,Dirty Pattern Rate,Crush Rate,Zyglo Rate,Shrink Rate,Short Pour Rate,Runout Rate,Shrink Porosity Rate,Gas Porosity Rate,Over Grind Rate,Sand Rate,Tear Up Rate
"Air Squared Manufacturing, Inc",171225-1C--Fixed Scroll,W04041,120,1,9,0.83,45400,227,07/29/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0083,0.0000,0.0000
Emerson Professional Tools Mfg,"5031272.3--4"" Shoe",W04239,30,1,101,3.33,45400,227,07/29/24,101,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0333,0.0000,0.0333,0.0000,0.0000
Emerson Professional Tools Mfg,52063143--Capstan MTS (G3),W04287,100,9,139,9.00,45400,227,07/29/24,15,0.0000,0.00,0.0000,0.0000,0.07,0.00,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100,0.0000,0.0000
Pioneer Products,366-5437--Cover,W03476,140,1,15,0.71,45400,227,07/29/24,15,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0071,0.0000,0.0000
Pioneer Products,7N-8781--Cover,W04154,12,1,1,8.33,45400,227,07/29/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",40251--Casting,W04197,152,1,6,0.66,45400,227,07/29/24,6,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0066,0.0000,0.0066,0.0000,0.0000
Roswell US LLC,17Z-022000--Starboard Mount GT,W03860,50,3,110,6.00,45400,227,07/29/24,37,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0200
Roswell US LLC,17Z-022000--Starboard Mount GT,W04094,70,2,73,2.86,45400,227,07/29/24,37,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0143,0.0000,0.0000
"The Caldwell Co., Inc",100-1565/76BB2.4--Casting,W04118,300,13,18,4.33,45400,227,07/29/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0067,0.0200,0.0167
Twin Disc Incorporated,218545D--Casting,W03261,50,1,12,2.00,45400,227,07/29/24,12,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000,0.0000
"Woodward, Inc",2190-1219--Casting,W03916,50,3,19,6.00,45400,227,07/29/24,6,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0600,0.0000,0.0000
"Woodward, Inc",2190-1287--Cast Sogav 105,W04051-01,360,1,4,0.28,45400,227,07/29/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028,0.0000
"Woodward, Inc",2568-019--Casting,W03912,26,2,27,7.69,45400,227,07/29/24,14,0.0000,0.00,0.0000,0.0000,0.00,0.04,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0385,0.0000,0.0000
"Woodward, Inc",2627-009--Cast 105mm Housing,W04016-01,36,3,57,8.33,45400,227,07/29/24,19,0.0000,0.00,0.0000,0.0000,0.00,0.06,0.0000,0.0278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",4034-2509--Machined Casting,W04162,25,2,9,8.00,45400,227,07/29/24,5,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800,0.0000,0.0000
"Acme Industries, Inc",2190-1405--TecJet 85 Housing,W04119,100,4,148,4.00,47400,237,08/05/24,37,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000,0.0000
"Air Squared Manufacturing, Inc",171225-2C--Orbiting Scroll,W04049,120,2,15,1.67,47400,237,08/05/24,7,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",180216-3C--Compressor Housing,W03443,300,7,62,2.33,47400,237,08/05/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0233
"Current Tools, Inc","270-117--Cast 5"" RMC",W03747,100,3,32,3.00,47400,237,08/05/24,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000
Emerson Professional Tools Mfg,"5031272.3--4"" Shoe",W04412,30,1,101,3.33,47400,237,08/05/24,101,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Hydraulic Technologies USA LLC,61519--Casting-White,W04302,500,1,3,0.20,47400,237,08/05/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Pioneer Products,366-5437--Cover,W03476,140,3,45,2.14,47400,237,08/05/24,15,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SPX Flow US, LLC","3-4093--Handle, 60A Press",W04117,52,2,1,3.85,47400,237,08/05/24,0,0.0000,0.00,0.0000,0.0000,0.04,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218545D--Casting,W03261,50,1,12,2.00,47400,237,08/05/24,12,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200
Twin Disc Incorporated,227088A--Stator Wheel,W04081,5,1,48,20.00,47400,237,08/05/24,48,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2190-1287--Cast Sogav 105,W04051-01,360,24,92,6.67,47400,237,08/05/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0611,0.0000,0.0056,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2190-1662--Casting,W04059,30,3,22,10.00,47400,237,08/05/24,7,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000
"Woodward, Inc",2627-009--Cast 105mm Housing,W04016-01,36,1,19,2.78,47400,237,08/05/24,19,0.0000,0.00,0.0000,0.0000,0.03,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Acme Industries, Inc",2190-1405--TecJet 85 Housing,W04119,100,8,297,8.00,48000,240,08/12/24,37,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emerson Professional Tools Mfg,"5031272.3--4"" Shoe",W04239,30,4,402,13.33,48000,240,08/12/24,101,0.1000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0333,0.0000
"Fairbank Morse, LLC",C24072076001*00--Alco Cover,W04410,42,2,28,4.76,48000,240,08/12/24,14,0.0000,0.00,0.0000,0.0000,0.02,0.00,0.0000,0.0238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Hydac Technology Corp,2681395--Casting,W03851,640,16,41,2.50,48000,240,08/12/24,3,0.0047,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0172,0.0016
QuickSet Defense Technologies,QPT-50--Housing Weldment,W04254,250,1,8,0.40,48000,240,08/12/24,8,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000
Salina Vortex Corporation,"HDP06-13V2--6"" Upper Cover",W04160,10,1,14,10.00,48000,240,08/12/24,14,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000
Salina Vortex Corporation,"HDP12-13V2--12"" Upper Cover",W04157,10,1,34,10.00,48000,240,08/12/24,34,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000
"Summit Machine Works, Inc",55000003--Casting,W03946,300,1,22,0.33,48000,240,08/12/24,22,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,237816--Impeller Wheel,W03259,35,1,15,2.86,48000,240,08/12/24,15,0.0000,0.00,0.0000,0.0000,0.03,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,2190-1287--Cast Sogav 105,W04146-01,60,3,12,5.00,48000,240,08/12/24,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2582-029--Mounting Adapter Bracket,W04126,20,1,21,5.00,48000,240,08/12/24,21,0.0000,0.00,0.0000,0.0000,0.00,0.05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2627-009--Cast 105mm Housing,W04108-01,160,9,172,5.63,48000,240,08/12/24,19,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0563,0.0000
"Acme Industries, Inc","2190-1642--Cast TecJet 110, Outlet",W04249,100,1,16,1.00,44000,220,08/13/24,16,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100
"Air Squared Manufacturing, Inc",180216-3C--Compressor Housing,W03443,300,11,98,3.67,44000,220,08/13/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.02,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0033,0.0000,0.0000
"Bright Lights USA, Inc.",12941436-C--Hinge Storage Basket,W04194,275,1,12,0.36,44000,220,08/13/24,12,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0036,0.0000
"Fairbank Morse, LLC",C24072076001*00--Alco Cover,W04410,42,1,14,2.38,44000,220,08/13/24,14,0.0000,0.00,0.0000,0.0000,0.02,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Inertia Dynamics LLC,258-1123--Bearing Housing,W04143,100,3,7,3.00,44000,220,08/13/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Production Machine & Tool, LP",M12711111--Crank Case Cover,W04369,4,1,68,25.00,44000,220,08/13/24,68,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000
QuickSet Defense Technologies,QPT-50--Housing Weldment,W04254,250,1,8,0.40,44000,220,08/13/24,8,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000
Roswell US LLC,17V-00020293--Cast NGG Center,W04211,80,1,32,1.25,44000,220,08/13/24,32,0.0125,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,2582-027--Pump Housing,W04060,36,1,20,2.78,44000,220,08/13/24,20,0.0000,0.00,0.0000,0.0000,0.03,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2627-009--Cast 105mm Housing,W04152-01,160,3,57,1.88,44000,220,08/13/24,19,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0188
"Acme Industries, Inc","2190-1641--TecJet 110, Inlet",W04090,100,3,33,3.00,37800,189,08/26/24,11,0.0000,0.00,0.0000,0.0000,0.00,0.03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Acme Industries, Inc","2190-1642--Cast TecJet 110, Outlet",W04249,100,2,32,2.00,37800,189,08/26/24,16,0.0000,0.00,0.0000,0.0000,0.00,0.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Current Tools, Inc","254-169--4"" Shoe",W03932,35,1,100,2.86,37800,189,08/26/24,100,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000
"Current Tools, Inc","254-171--3"" Follow Bar",W03934,37,1,42,2.70,37800,189,08/26/24,42,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0270,0.0000
"G&V Machine Company, Inc","84164345--Housing, MFD Drop Box",W03149,100,3,39,3.00,37800,189,08/26/24,13,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300,0.0000
Hydraulic Technologies USA LLC,61519--Casting-White,W04302,500,4,11,0.80,37800,189,08/26/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0020
"PGI Mfg., LLC",7C-7683--Adapter,W03758,1104,15,12,1.36,37800,189,08/26/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0136,0.0000
Pioneer Products,366-5437--Cover,W03701,160,1,15,0.63,37800,189,08/26/24,15,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-00020294--Cast NGG STBD Connector,W04217,70,1,11,1.43,37800,189,08/26/24,11,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-00020297--Cast NGG Port Corner,W04214,80,1,13,1.25,37800,189,08/26/24,13,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2582-027--Pump Housing,W04060,36,3,60,8.33,37800,189,08/26/24,20,0.0833,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2613-108--PG Long Column,W04138,100,1,17,1.00,37800,189,08/26/24,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2627-009--Cast 105mm Housing,W04152-01,160,1,19,0.63,37800,189,08/26/24,19,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Current Tools, Inc","254-169--4"" Shoe",W04337,36,1,100,2.78,37600,188,09/03/24,100,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0278,0.0000
Emerson Professional Tools Mfg,"5031279.0--3 1/2"" Shoe",W04491,30,2,160,6.67,37600,188,09/03/24,80,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0667,0.0000
"G&V Machine Company, Inc","84164345--Housing, MFD Drop Box",W03149,100,5,65,5.00,37600,188,09/03/24,13,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000
"PGI Mfg., LLC",7C-7683--Adapter,W03758,1104,14,12,1.27,37600,188,09/03/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0127,0.0000
Pioneer Products,4N-9968--Plug,W04237,1000,29,7,2.90,37600,188,09/03/24,0,0.0000,0.00,0.0000,0.0000,0.00,0.03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Pioneer Products,13V-023000--Handle,W04518,250,4,6,1.60,37600,188,09/03/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-00020294--Cast NGG STBD Connector,W04217,70,1,11,1.43,37600,188,09/03/24,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0143,0.0000
Roswell US LLC,17V-00020296--Cast NGG Port Connector,W04216,70,1,11,1.43,37600,188,09/03/24,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0143,0.0000
"Woodward, Inc",2627-009--Cast 105mm Housing,W04152-01,160,3,57,1.88,37600,188,09/03/24,19,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0188
Bodine Electric Company,34101052--Gear Housing,W04355,252,3,9,1.19,27800,139,09/09/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0119,0.0000
Concentric Rockford,"2670466--Adaptor, HE 1000",W04596,500,12,20,2.40,27800,139,09/09/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0060
Emerson Professional Tools Mfq,50064118--C Head,W04490,24,2,11,8.33,27800,139,09/09/24,6,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0417,0.0000
Emerson Professional Tools Mfq,50064932--Handle Cast,W04405,60,5,11,8.33,27800,139,09/09/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.08,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Fairbank Morse, LLC",P12608657-1N*00--Vent Body,W04375,30,2,3,6.67,27800,139,09/09/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0667,0.0000,0.0000,0.0000,0.0000
HMC Products,H50855-4--Bracket,W04521,30,2,31,6.67,27800,139,09/09/24,16,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0333
Pioneer Products,146-0193--Bracket,W04086,50,1,9,2.00,27800,139,09/09/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
Pioneer Products,4N-9968--Plug,W04237,1000,72,18,7.20,27800,139,09/09/24,0,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0720,0.0000,0.0000
Roswell US LLC,13V-023000--Handle,W04518,250,10,16,4.00,27800,139,09/09/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.04,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218527A--Cast Turbine Wheel,W03938,25,6,101,24.00,27800,139,09/09/24,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000
"Woodward, Inc",2190-1574--Cast Mounting Plate,W04351-01,28,1,3,3.57,27800,139,09/09/24,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2489-089--ACR/VLV Housing,W04130,25,9,86,36.00,27800,139,09/09/24,10,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2400,0.0000
"Woodward, Inc",2529-039--Casting,W04129,10,1,19,10.00,27800,139,09/09/24,19,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000
Emerson Professional Tools Mfg,52047935--Saw Head,W04371,96,4,6,4.17,35400,177,09/16/24,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Jiffy Air Tool, Inc",17671C--Offset Handle,W04258,400,4,2,1.00,35400,177,09/16/24,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000
Pioneer Products,146-0193--Bracket,W04086,50,1,9,2.00,35400,177,09/16/24,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
Pioneer Products,366-5437--Cover,W03701,160,5,75,3.13,35400,177,09/16/24,15,0.0000,0.00,0.0000,0.0000,0.02,0.00,0.0000,0.0000,0.0063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,0.0000,0.0000
Roswell US LLC,17V-00020293--Cast NGG Center,W04310,80,1,32,1.25,35400,177,09/16/24,32,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218545D--Casting,W03461,75,1,12,1.33,35400,177,09/16/24,12,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0133,0.0000
