Customer Name,Part Description,Work Order #,Order Quantity,Pieces Scrapped,Total Scrap Weight (lbs),Scrap%,Sellable,Heats,Week Ending,Piece Weight (lbs),Dross Rate,Bent Rate,Outside Process Scrap Rate,Failed Zyglo Rate,Gouged Rate,Shift Rate,Missrun Rate,Core Rate,Cut Into Rate,Dirty Pattern Rate,Crush Rate,Zyglo Rate,Shrink Rate,Short Pour Rate,Runout Rate,Shrink Porosity Rate,Gas Porosity Rate,Over Grind Rate,Sand Rate,Tear Up Rate
Roswell US LLC,17V-23050-STB Mount,W05152,35,1,53,2.86,44800,224,03/24/25,53,0.0000,0.00,0.0000,0.0000,0.03,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VMAC Global Technology Inc,6100296--AOST HOUSING,W05065-01,100,2,13,2.00,44800,224,03/24/25,6,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",221227--2057 Case,W05340,26,3,8,11.54,44800,224,03/24/25,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1154,0.0000
"Woodward, Inc",2526-707--Servo Valve,W05046,25,2,36,8.00,44800,224,03/24/25,18,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800
"Woodward, Inc",2582-027--Pump Housing,W05008,36,2,40,5.56,44800,224,03/24/25,20,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Air Squared Manufacturing, Inc",171225-1C--Fixed Scroll,W0453,180,2,18,1.11,43200,216,03/31/25,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0111
Emerson Professional Tools Mfg,52047935--Saw Head,W05525,100,8,13,8.00,43200,216,03/31/25,2,0.0000,0.00,0.0000,0.0000,0.02,0.06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Hydraulic Technologies USA LLC,51093--Mtg Bracket,W05234,50,1,7,2.00,43200,216,03/31/25,7,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
Prince Industries,2600-004--Casting,W05137,100,1,16,1.00,43200,216,03/31/25,16,0.0000,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",13900045--Casting,W05289,1000,4,8,0.40,43200,216,03/31/25,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-23052--Port Mount,W05153,35,1,53,2.86,43200,216,03/31/25,53,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000
"Woodward, Inc",2627-008--Cast 120mm Large Flotech,W05571-01,36,3,49,8.33,43200,216,03/31/25,16,0.0000,0.00,0.0000,0.0000,0.00,0.08,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Acme Industries, Inc","2190-1642--Cast TecJet 110, Outlet",W05482,90,2,32,2.22,46000,230,04/07/25,16,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0222,0.0000
"Air Squared Manufacturing, Inc",171225-1C--Fixed Scroll,W04573,180,1,9,0.56,46000,230,04/07/25,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056,0.0000
"Air Squared Manufacturing, Inc",171225-2C--Orbiting Scroll,W04577,180,1,7,0.56,46000,230,04/07/25,7,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056,0.0000
ChemGrout Inc,21030CYLBKT-RAW--Casting,W05406,100,14,90,14.00,46000,230,04/07/25,6,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1400,0.0000
"Current Tools, Inc",254-172--3-1/2 x 90 Follow Bar,W05166,40,3,246,7.50,46000,230,04/07/25,82,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emerson Professional Tools Mfg,"5031279.0--3 1/2"" Shoe",W05401,100,2,160,2.00,46000,230,04/07/25,80,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
"Motek-TEAM Industries, Inc",R518690--Manifold Casting,W05129,250,4,5,1.60,46000,230,04/07/25,1,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0160,0.0000
Pioneer Products,366-5437--Cover,W05295,150,4,60,2.67,46000,230,04/07/25,15,0.0000,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
Reliable Equipment Mfg,27001C--Lower Housing,W05407,1000,2,11,0.20,46000,230,04/07/25,6,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218527--Turbine Wheel,W04907,55,2,33,3.64,46000,230,04/07/25,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0364,0.0000
"Woodward, Inc",2582-027--Pump Housing,W05008,36,1,20,2.78,46000,230,04/07/25,20,0.0278,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Emerson Professional Tools Mfg,"5031279.0--3 1/2"" Shoe",W05401,100,1,80,1.00,46400,232,04/14/25,80,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000
Emerson Professional Tools Mfg,"52088628--New 3"" Follow Bar",W05459,100,1,39,1.00,46400,232,04/14/25,39,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Masterflex LLC,114763--Base Cast,W05260-01,200,4,37,2.00,46400,232,04/14/25,9,0.0000,0.00,0.0000,0.0000,0.02,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Pioneer Products,366-5437--Cover,W05295,150,6,90,4.00,46400,232,04/14/25,15,0.0000,0.00,0.0000,0.0000,0.04,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",2389-063--Casting,W05479,126,4,17,3.17,46400,232,04/14/25,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0317,0.0000
Reliable Equipment Mfg,27001C--Lower Housing,W05407,1000,1,6,0.10,46400,232,04/14/25,6,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000
Roswell US LLC,15V-022069--Hinge Cast,W05547,30,4,37,13.33,46400,232,04/14/25,9,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.1333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,17V-23054--Starboard Cover,W05376,20,2,11,10.00,46400,232,04/14/25,5,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000
Roswell US LLC,19V-024003--LiftTowerPortMount,W05156,24,2,47,8.33,46400,232,04/14/25,24,0.0000,0.00,0.0000,0.0000,0.08,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218527--Turbine Wheel,W04907,55,2,33,3.64,46400,232,04/14/25,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0364,0.0000
"Acme Industries, Inc","2190-1641--TecJet 110, Inlet",W05561,80,1,11,1.25,42600,213,04/21/25,11,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0125,0.0000
Concentric Rockford,"2670466--Adaptor, HE 1000",W05537,1000,4,7,0.40,42600,213,04/21/25,2,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Fairbank Morse, LLC",P12611562-1N--Adaptor Ring,W05308,10,1,29,10.00,42600,213,04/21/25,29,0.0000,0.00,0.0000,0.0000,0.10,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000
"QCC, LLC",2190-1236--Casting,W05282,100,3,114,3.00,42600,213,04/21/25,38,0.0000,0.00,0.0000,0.0300,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
QuickSet Defense Technologies,QS08418--Casting,W05410,500,2,6,0.40,42600,213,04/21/25,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000
Reliable Equipment Mfg,27001C--Lower Housing,W05407,1000,3,17,0.30,42600,213,04/21/25,6,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000
Roswell US LLC,17V-00020293--Cast NGG Center,W05367,80,1,32,1.25,42600,213,04/21/25,32,0.0000,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Roswell US LLC,19V-024003--LiftTowerPortMount,W05370,24,1,24,4.17,42600,213,04/21/25,24,0.0000,0.00,0.0000,0.0000,0.04,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0417,0.0000
Twin Disc Incorporated,237816--Impeller Wheel,W04908,55,4,62,7.27,42600,213,04/21/25,15,0.0000,0.00,0.0000,0.0000,0.05,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0182,0.0000
"Woodward, Inc",2190-1748--GS40 Valve Body,W05143-01,30,5,112,16.67,42600,213,04/21/25,22,0.1667,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",2582-027--Pump Housing,W05008,36,1,20,2.78,42600,213,04/21/25,20,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Jake's Machining, Inc",8159891--Casting,W05614,56,2,50,3.57,35000,175,04/28/25,25,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0357
Pioneer Products,7N-8781--Cover,W05512,476,10,6,2.10,35000,175,04/28/25,1,0.0000,0.00,0.0000,0.0000,0.00,0.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210
"QCC, LLC",13900045--Casting,W05509,1000,6,12,0.60,35000,175,04/28/25,2,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060
QuickSet Defense Technologies,QS08418--Casting,W05410,500,1,3,0.20,35000,175,04/28/25,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020
Roswell US LLC,19V-024004--LiftTowerStarboardMount,W05371,24,4,94,16.67,35000,175,04/28/25,24,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.1667
"Woodward, Inc",2582-027--Pump Housing,W05009,36,2,40,5.56,35000,175,04/28/25,20,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0556,0.0556
"Air Squared Manufacturing, Inc",170301-8C--Cover Orbiting Jacket,W05427,300,6,9,2.00,45000,225,05/03/25,1,0.0200,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Doering Company, LLC",400-00-400--Valve,W05649,500,10,20,2.00,45000,225,05/03/25,2,0.0000,0.00,0.0000,0.0000,0.00,0.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Pioneer Products,366-5437--Cover,W05295,150,2,30,1.33,45000,225,05/03/25,15,0.0000,0.00,0.0000,0.0000,0.01,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"QCC, LLC",2389-063--Casting,W05479,126,1,4,0.79,45000,225,05/03/25,4,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
QuickSet Defense Technologies,QS08418--Casting,W05410,500,10,32,2.00,45000,225,05/03/25,3,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
Roswell US LLC,15V-022055--LRT RIGHT MOUNT,W05548,30,3,50,10.00,45000,225,05/03/25,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0667
Roswell US LLC,15V-022103-LRT Center,W05546,15,5,66,33.33,45000,225,05/03/25,13,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Twin Disc Incorporated,218527--Turbine Wheel,W05387,75,3,50,4.00,45000,225,05/03/25,17,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Woodward, Inc",221229--Casting,W05259,25,2,16,8.00,45000,225,05/03/25,8,0.0000,0.00,0.0000,0.0000,0.04,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000
"Woodward, Inc",2428-015--TM100 Servovalve,W05337,10,2,8,20.00,45000,225,05/03/25,4,0.0000,0.00,0.0000,0.0000,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000
Bodine Electric Company,33101080--Shield CG3,W05507,200,6,25,3.00,50000,250,05/12/25,4,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
Concentric Rockford,"2670466-Adaptor, HE 1000",W05538,1000,8,14,0.80,50000,250,05/12/25,2,0.0000,0.00,0.0000,0.0000,0.00,0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
